Label	Clip
Video Quality	The main differences I noticed in it were the flip out LCD screen which I use more often for some of the photos I take. Among the screen the improvement to the video truly being 1080p and the simple menu. The camera itself is very user friendly whether you have read the manual or not. I am a person to read through and learn the various features the camera has to offer. I am impressed with the lens that comes with the camera for the wide angle aspect of it due to a lot of places I shoot pictures there are a lot of people and requires me to get close to get the shot I want
Video Quality	3. Takes good quality of videos.4. Very fast auto focus on shooting.
Video Quality	60fps HD Recording
Video Quality	1080p HD
Video Quality	3.7 max burst rate not very fast at all
Video Quality	No autofocus when zooming while taking video pressing shutter button half way focuses the picture
Video Quality	went for the T3i over the T2i because of the articulating LCD screen
Start Up Speed	Fast start up speed
Start Up Speed	Fast start up speed
Start Up Speed	Fast start up speed I have caught videos with this camera seconds away from missing a fast moving skate turns on in about 1 second
Start Up Speed	Fast start up speed I have caught videos with this camera seconds away from missing a fast moving skate turns on in about 1 second
Start Up Speed	Fast start up speed I have caught videos with this camera seconds away from missing a fast moving skate turns on in about 1 second
Shutter Speed	  The T2i is FAST.  I shoot my toddler in continuous mode and the camera delivers the 3.7 fps its supposed to.  It makes a huge difference knowing you can press the shutter and the camera will instantly take a picture
Shutter Speed	Performance. Minimal shutter lag good low-light performance nice video.
Shutter Speed	What sold me was the guide mode
Shutter Speed	  I shoot my toddler in continuous mode and the camera delivers the 3.7 fps its supposed to.  It makes a huge difference knowing you can press the shutter and the camera will instantly take a picture.  The T3i however adds frequent and unpredictable delays when  busy  flashes in the viewfinder and the red light is on -- even in continuous mode.
Shutter Speed	Minimal shutter lag good low-light performance nice video.
Shutter Speed	Minimal shutter lag good low-light performance nice video.
Shutter Speed	3.7 max burst rate not very fast at all
Shutter Speed	Slower than T2i 
Shutter Speed	Minimal shutter lag
Shutter Speed	I bought the T2i first then decided to upgrade to the T3i.  For a period of two weeks I had both cameras in my possession so I could make a direct comparison and decided hands-down that the T2i is the one I will keep.  Why
Shutter Speed	Cons- Price- Built-in flash is not so great. Also when taking pictures on wide angle setting lens creates a shade.- No autofocus when zooming while taking video pressing shutter button half way focuses the picture.- Focus in live picture mode is slow even slower than on most point and shoot cameras
Shutter Speed	Minimal shutter lag good low-light performance nice video
Shutter Speed	The T2i is FAST.  I shoot my toddler in continuous mode and the camera delivers the 3.7 fps its supposed to.  It makes a huge difference knowing you can press the shutter and the camera will instantly take a picture.  The T3i however adds frequent and unpredictable delays when  busy  flashes in the viewfinder and the red light is on -- even in continuous mode.
Shutter Speed	rs the 3.7 fps its supposed to.  It makes a huge difference knowing you can press the shutter and
#N/A	Eventhough i got this for a normal price i love this camera like anything. Being a beginner in photographyi took much time to decide on models between T2iT3i and 60D. Atlast i bought T3i and i am very much satisfied with the product.
#N/A	Picture quality on this t2i is stunning
#N/A	Compared to my Kodak point and shoot the pictures are great.
#N/A	The 18-135mm lens is a nice upgrade to the standard kit 18-55mm lens. Especially if this is your first DSLR and you dont want to spend more money on lenses. It is also good for trips taking pictures of kids or in any other situation where you dont want to change lenses.
#N/A	Built-in flash is not so great. 
HD Video	.Its 1080p H
HD Video	FULL HD VIDEO RECORDING60fps HD Recording AMAZING slow motion 
HD Video	PROSFULL HD VIDEO RECORDING60fps HD Recording AMAZING slow motion Manual video controlsMic input18MP Stills  best for the money competitors are usually 16MPBuilt in image stabilizer 18-55mm lensSomewhat Compact sizeEase of useFast start up speed I have caught videos with this camera seconds away from missing a fast moving skate turns on in about 1 secondPRICE since the T3i came out this camera is going down in price but essentially is the same camera as the T3iCons If any No Flip-out LCD Not that much of an issue3.7 max burst rate not very fast at allNo audio recording level adjustAlmost no low light auto focus when taking long exposures of moon/stars/light painting
HD Video	60fps HD Recording AMAZING slow motion 
HD Video	 The best part was the 1080P video. I took a dance performances of my wife and Kids at local community get together and they came out so good and my wife who is very difficult to please liked it so much that she said that next time we will shoot the video only with our Nikon D3100
HD Video	ull-HD Movie Mode Digital SLR Camera
Customer Service	I emailed customer service with pictures and they sent me a new cover that is a suede-like plush material -- free of charge 
Customer Service	  I emailed customer service with pictures and they sent me a new cover that is a suede-like plush material -- free of charge 
Customer Service	I emailed customer service with pictures and they sent me a new cover that is a suede-like plush material -- free of charge 
Customer Service	I purchased this seat because it was rated 
Customer Service	They claim the new base should be available on the market soon but for now you have to buy it through graco directly.
Customer Service	One disappointment was that the seat cover is made of a material where the velcro on my sons shoes frayed it and the seat cover became scratchy.  I emailed customer service with pictures and they sent me a new cover that is a suede-like plush material -- free of charge 
Customer Service	I emailed customer service with pictures and they sent me a new cover that is a suede-like plush material -- free of charge  I was pleasantly surprised. Definitely worth doing business with companies who please their customers 
Customer Service	customer service with pictures and they sent me a new cover that is a suede-like plush material -- free of charge  I was pleasantly surprised.
