Labels	Clips
Flash Lens (optics) Wide-angle lens (photography) Angle Autofocus Shutter Camera button Focus Point-and-shoot camera	Built-in flash is not so great. Also when taking pictures on wide angle setting lens creates a shade.
Flash Lens (optics) Wide-angle lens (photography) Angle Autofocus Shutter Camera button Focus Point-and-shoot camera	Built-in flash is not so great. Also when taking pictures on wide angle setting lens creates a shade.
Flash Lens (optics) Wide-angle lens (photography) Angle Autofocus Shutter Camera button Focus Point-and-shoot camera	Built-in flash is not so great. Also when taking pictures on wide angle setting lens creates a shade.
Flash Lens (optics) Wide-angle lens (photography) Angle Autofocus Shutter Camera button Focus Point-and-shoot camera	Cons- Price- Built-in flash is not so great. Also when taking pictures on wide angle setting lens creates a shade.
Flash Lens (optics) Wide-angle lens (photography) Angle Autofocus Shutter Camera button Focus Point-and-shoot camera	Cons- Price- Built-in flash is not so great. Also when taking pictures on wide angle setting lens creates a shade.- No autofocus
Flash Lens (optics) Wide-angle lens (photography) Angle Autofocus Shutter Camera button Focus Point-and-shoot camera	The 430EX II external flash can be supported by the camera wirelessly. On nikons this is only true for the more expensive SB800s flashes.
Flash Lens (optics) Wide-angle lens (photography) Angle Autofocus Shutter Camera button Focus Point-and-shoot camera	The T3i however adds frequent and unpredictable delays when  busy  flashes in the viewfinder and the red light is on -- even in continuous mode.
Flash Lens (optics) Wide-angle lens (photography) Angle Autofocus Shutter Camera button Focus Point-and-shoot camera	The T3i however adds frequent and unpredictable delays when  busy  flashes in the viewfinder and the red light is on -- even in continuous mode.
Flash Lens (optics) Wide-angle lens (photography) Angle Autofocus Shutter Camera button Focus Point-and-shoot camera	 Built-in flash is not so great. Also when taking pictures on wide angle setting lens creates a shade.- No autofocus when zooming while taking video pressing shutter button half way focuses the picture.
Flash Lens (optics) Wide-angle lens (photography) Angle Autofocus Shutter Camera button Focus Point-and-shoot camera	Built-in flash is not so great. Also when taking pictures on wide angle setting lens creates a shade.- No autofocus when zooming while taking video pressing shutter button half way focuses the picture.- Focus in live picture mode is slow even slower than on most point and shoot cameras
Flash Lens (optics) Wide-angle lens (photography) Angle Autofocus Shutter Camera button Focus Point-and-shoot camera	Cons- Price- Built-in flash is not so great. Also when taking pictures on wide angle setting lens creates a shade.- No autofocus when zooming while taking video pressing shutter button half way focuses the picture.- Focus in live picture mode is slow even slower than on most point and shoot cameras
Flash Performance Lens (optics) Wide-angle lens (photography) Angle	Built-in flash is not so great. Also when taking pictures on wide angle setting lens creates a shade.
Flip Around Screen For Different Positions	flip around screen
Flip Out LCD Image resolution Liquid crystal display Display Computer monitor	No Flip-out LCD
Flip Out LCD Image resolution Liquid crystal display Display Computer monitor	flip out LCD screen
Flip Out LCD Image resolution Liquid crystal display Display Computer monitor	Low resolution of LCD screen.
Flip Out LCD Screem	I noticed in it were the flip out LCD screen which I use more often for some of the photos I take. Among the screen the improvement to the vide
Flip Out Screen Frame rate Video Digital single-lens reflex camera Camera Liquid crystal display	It is GREAT for skate/surf video because of its 60fps mode.  If you are comparing this camera to the T3i get this camera
Flip Out Screen Frame rate Video Digital single-lens reflex camera Camera Liquid crystal display	After searching and searching for a DSLR camera I had almost convinced myself of the T2i. I resisted and ended up waiting to purchase the T3i which was the best decision I made. At a glance the camera has a good feel to it and overall has the same features as the T2i. The main differences I noticed in it were the flip out LCD screen which I use more often for some of the photos I take.
Flip Out Screen Frame rate Video Digital single-lens reflex camera Camera Liquid crystal display	Im a film student and was trying to decide between a t3i and Nikon 5100. everyone tells me that Nikon has a better lenses but when it comes down to it you can buy any lens for your camera. the 600d has better continuous recording you have better manual capabilities. after a lot research i decided to go with the canon i went with a t3i and not a t2i for the flip around screen. i shoot in awkward positions sometimes and it defiantly comes in handy
Flip Out Viewfinder Versus Standard On T2i Articulating screen Image stabilization	The articulating screen wasnt necessary yet it IS what made me choose this model over the T2i.
Flip Screen	allows it to be positioned so that otherwise very awkward camera positions ie overhead or low to the ground are easily possible.
Foccus in Live Mode Slow Autofocus Shutter (photography) Focus (optics) Wide-angle lens Flash Point-and-shoot camera Camera button	Price- Built-in flash is not so great. Also when taking pictures on wide angle setting lens creates a shade.- No autofocus when zooming while taking video pressing shutter button half way focuses the picture.- Focus in live picture mode is slow even slower than on most point and shoot cameras
Focus - Lighting  Autofocus Canon (company) Lens (optics) Wide-angle lens Flash (photography) Angle Long-exposure photography	Almost no low light auto focus when taking long exposures of moon/stars/light painting
Focus - Lighting  Autofocus Canon (company) Lens (optics) Wide-angle lens Flash (photography) Angle Long-exposure photography	Built-in flash is not so great. Also when taking pictures on wide angle setting lens creates a shade.
Focus - Lighting  Autofocus Canon (company) Lens (optics) Wide-angle lens Flash (photography) Angle Long-exposure photography	he T3i however adds frequent and unpredictable delays when  busy  flashes in the viewfinder and the red light is on -- even in continuous mode.
Focus - Lighting  Autofocus Canon (company) Lens (optics) Wide-angle lens Flash (photography) Angle Long-exposure photography	2. Easy to operate. The buttons are spread evenly on left side and right side so you can use them with both hands quickly. For Canon t2i you do most things with your right thumb that slows you down a little bit.3. Takes good quality of videos.4. Very fast auto focus on shooting.
Focus - Lighting  Autofocus Canon (company) Lens (optics) Wide-angle lens Flash (photography) Angle Long-exposure photography	Pros1. Light weight great body design. Even with my bigger hands I can handle the camera with comfortability.2. Easy to operate. The buttons are spread evenly on left side and right side so you can use them with both hands quickly. For Canon t2i you do most things with your right thumb that slows you down a little bit.3. Takes good quality of videos.4. Very fast auto focus on shooting.
Focus Point-and-shoot camera Camera (optics) Autofocus Shutter (photography) Manual focus Nikon D5100 Canon (company) Live preview Viewfinder Ultrasonic motor button Long-exposure photography Digital zoom Wide-angle lens Flash	 Focus
Focus Point-and-shoot camera Camera (optics) Autofocus Shutter (photography) Manual focus Nikon D5100 Canon (company) Live preview Viewfinder Ultrasonic motor button Long-exposure photography Digital zoom Wide-angle lens Flash	video manual focus
Focus Point-and-shoot camera Camera (optics) Autofocus Shutter (photography) Manual focus Nikon D5100 Canon (company) Live preview Viewfinder Ultrasonic motor button Long-exposure photography Digital zoom Wide-angle lens Flash	built-in focus motor
Focus Point-and-shoot camera Camera (optics) Autofocus Shutter (photography) Manual focus Nikon D5100 Canon (company) Live preview Viewfinder Ultrasonic motor button Long-exposure photography Digital zoom Wide-angle lens Flash	Almost no low light auto focus
Focus Point-and-shoot camera Camera (optics) Autofocus Shutter (photography) Manual focus Nikon D5100 Canon (company) Live preview Viewfinder Ultrasonic motor button Long-exposure photography Digital zoom Wide-angle lens Flash	Almost no low light auto focus
Focus Point-and-shoot camera Camera (optics) Autofocus Shutter (photography) Manual focus Nikon D5100 Canon (company) Live preview Viewfinder Ultrasonic motor button Long-exposure photography Digital zoom Wide-angle lens Flash	Almost no low light auto focus
Focus Point-and-shoot camera Camera (optics) Autofocus Shutter (photography) Manual focus Nikon D5100 Canon (company) Live preview Viewfinder Ultrasonic motor button Long-exposure photography Digital zoom Wide-angle lens Flash	Almost no low light auto focus 
Focus Point-and-shoot camera Camera (optics) Autofocus Shutter (photography) Manual focus Nikon D5100 Canon (company) Live preview Viewfinder Ultrasonic motor button Long-exposure photography Digital zoom Wide-angle lens Flash	Very fast auto focus on shooting
Focus Point-and-shoot camera Camera (optics) Autofocus Shutter (photography) Manual focus Nikon D5100 Canon (company) Live preview Viewfinder Ultrasonic motor button Long-exposure photography Digital zoom Wide-angle lens Flash	Very fast auto focus on shooting.
Focus Point-and-shoot camera Camera (optics) Autofocus Shutter (photography) Manual focus Nikon D5100 Canon (company) Live preview Viewfinder Ultrasonic motor button Long-exposure photography Digital zoom Wide-angle lens Flash	Very fast auto focus on shooting.
Focus Point-and-shoot camera Camera (optics) Autofocus Shutter (photography) Manual focus Nikon D5100 Canon (company) Live preview Viewfinder Ultrasonic motor button Long-exposure photography Digital zoom Wide-angle lens Flash	Very fast auto focus on shooting.
